Using format: helloTime                            , Mag X               , Mag Y               , Mag Z               , Gyro X              , Gyro Y              , Gyro Z              , Accel X             , Accel Y             , Accel Z             
                   1530072014.04,                 64.0,              -22.875,               8.1875,  0.01222222222222222, 0.001111111111111111,  0.01333333333333333,                -2.75,                 8.81,                -1.75
                   1530072014.07,                 64.0,              -22.875,               8.1875, -0.001111111111111111, -0.004444444444444444, 0.001111111111111111,                -2.75,    8.779999999999999,                -1.61
                   1530072014.09,                 64.0,              -22.875,               8.1875, -0.002222222222222222, -0.004444444444444444, -0.002222222222222222,                -2.75,                 8.81,                -1.67
                   1530072014.11,                 64.0,              -22.875,               8.1875, -0.001111111111111111, -0.002222222222222222, -0.002222222222222222,                -2.77,    8.779999999999999,                -1.65
                   1530072014.13,                64.75,             -22.0625,               8.1875, -0.002222222222222222, -0.002222222222222222,                  0.0,                -2.75,    8.789999999999999,                -1.69
                   1530072014.14,                64.75,             -22.0625,               8.1875, -0.003333333333333334,                  0.0, -0.001111111111111111,                -2.75,                 8.77,                -1.61
                   1530072014.16,                64.75,             -22.0625,               8.1875, -0.005555555555555556, -0.004444444444444444, -0.001111111111111111,                -2.76,    8.800000000000001,                -1.59
                   1530072014.17,                 64.0,                -21.0,                 9.75, -0.001111111111111111, -0.005555555555555556, -0.002222222222222222,                -2.76,    8.789999999999999,                -1.68
                   1530072014.19,                 64.0,                -21.0,                 9.75, -0.002222222222222222, -0.002222222222222222, -0.004444444444444444,                -2.77,    8.800000000000001,                -1.69
                    1530072014.2,                 64.0,                -21.0,                 9.75, -0.001111111111111111, -0.003333333333333334, -0.003333333333333334,                -2.76,    8.800000000000001,                -1.59
                   1530072014.22,               64.375,               -21.75,                 9.75, 0.001111111111111111,                  0.0, -0.004444444444444444,                -2.75,    8.789999999999999,                 -1.6
                   1530072014.23,               64.375,               -21.75,                 9.75, -0.002222222222222222, -0.002222222222222222, -0.003333333333333334,                -2.76,                 8.77,                -1.63
                   1530072014.25,               64.375,               -21.75,                 9.75, -0.001111111111111111, -0.004444444444444444, 0.001111111111111111,                -2.76,    8.800000000000001,                 -1.6
